,Id,Retweets#,Favorites#,Mentions#,SenderId,SenderAccountYears,SenderFavorites#,SenderFollowings#,SenderFollowers#,SenderStatues#,Words#,TWords#,UWords#,SlangWords#,AvgWordLength,IsCyberbullying_encode
1808,1207231722980564992,0.0,0,1,2738503180,5,879,305,0.0,517,4,1,0,1,7.0,1
1809,1207250742261645312,0.0,0,1,2353503897,5,483,360,0.0,64,6,2,0,1,5.0,1
1810,1207259003522297856,0.0,1,0,2364877540,5,1250,1062,0.0,3088,12,2,0,1,5.0,1
1811,1207260823342727168,0.0,2,1,2475704042,5,783,63,0.0,57,5,1,0,0,5.0,1
1812,1207260990687109120,0.0,0,1,2467950239,5,842,47,0.0,1549,41,5,0,3,5.0,1
1813,1207262253529088000,0.0,0,1,2606021299,5,2485,64,0.0,1373,9,2,0,5,6.0,1
1814,1207266057838383104,0.0,0,2,2891093013,5,39292,284,0.0,28202,4,1,0,1,6.0,1
1815,1207272177273384960,0.0,0,1,2268543043,5,70,161,0.0,405,15,3,1,0,5.0,1
1816,1207277937587892224,0.0,1,0,2329097640,5,95082,535,0.0,5588,9,1,0,0,6.0,1
1817,1207281539148582912,0.0,0,1,2389121524,5,0,0,0.0,6,4,1,0,0,5.0,1
1818,1207282394677567488,0.0,3,0,2792263057,5,9427,1327,0.0,3632,11,1,0,0,6.0,0
1819,1207295273896235008,0.0,3,1,2886126419,5,19011,249,0.0,5175,17,0,0,1,5.0,1
1820,1207301363224461312,0.0,0,0,2544218838,5,2603,138,0.0,1079,9,1,0,0,5.0,1
1822,661116720707411968,0.0,26,0,3417634581,4,10058,278,0.0,1560,16,4,0,0,5.0,0
1833,894980783512879104,2.0,18,0,3795469696,4,30773,107,2.0,490,17,3,0,0,6.0,0
1836,981499864684130304,8.0,4,1,3161418647,4,507,1770,8.0,42189,13,8,1,0,9.0,0
1837,996888111484407808,1.0,5,0,3418729700,4,13428,556,1.0,3225,15,0,0,1,5.0,1
1838,1023981276238413824,1.0,8,0,3345740050,4,1157,20,1.0,10506,7,1,0,0,7.0,0
1852,1090349243351609344,5.0,50,1,3408704560,4,66042,1066,5.0,14603,22,1,0,0,5.0,0
1855,1101548523722588160,1.0,17,0,3684514395,4,9082,489,1.0,1066,4,1,0,0,3.0,0
1856,1102190550617415680,1.0,16,0,4494274816,4,60225,1288,1.0,5263,6,2,0,0,6.0,0
1858,1108705238553423872,7.0,58,0,3288788121,4,2236,405,7.0,2019,18,4,0,0,5.0,0
1862,1129451711448408064,3.0,21,0,4385277232,4,83159,1469,3.0,4653,4,1,0,0,4.0,0
1864,1136558691350716416,1.0,10,0,3370666245,4,465,1868,1.0,196,13,2,0,0,4.0,0
1865,1136569327153483776,1.0,15,0,3370666245,4,465,1868,1.0,196,12,2,0,0,4.0,0
1869,1143958580393103360,1.0,15,0,3413008301,4,15126,805,1.0,425,22,4,0,0,5.0,0
1870,1144648401511993344,1.0,3,0,2992257861,4,3312,393,1.0,2676,10,2,0,0,9.0,0
1871,1144730471747739648,1.0,18,0,3346086371,4,4960,97,1.0,96,5,1,0,0,6.0,0
1873,1147025932642848768,5.0,35,0,4227999881,4,61002,155,5.0,25465,24,1,0,0,4.0,0
1874,1147814425199595520,2.0,10,0,4227999881,4,61002,155,2.0,25465,12,1,0,0,5.0,0
1885,1154510864000532480,2.0,7,0,4114241603,4,254,6,2.0,582,8,1,0,0,6.0,0
1891,1155899586755682304,4.0,13,0,3342596602,4,18805,523,4.0,961,5,1,0,0,6.0,0
1892,1155968356098330624,2.0,14,0,4380688347,4,8613,274,2.0,1522,10,1,0,0,5.0,0
1896,1156550477766696960,16.0,160,0,3501713176,4,0,7,16.0,3034,5,2,0,0,9.0,0
1898,1156859185159639040,15.0,217,0,3433386772,4,1176,72,15.0,342,12,1,0,0,5.0,0
1908,1157385155838976000,18.0,360,0,3397763446,4,1858,1201,18.0,2338,19,4,0,0,5.0,0
1912,1157758633251344384,17.0,189,0,3099635949,4,46473,590,17.0,4518,19,0,0,0,6.0,0
1916,1157910922108837888,2.0,26,0,3091443995,4,52184,414,2.0,6451,5,2,0,0,5.0,0
1917,1157965162575532032,1.0,5,0,4368135975,4,1590,196,1.0,695,8,2,0,0,6.0,0
1920,1158029440435314688,6.0,25,0,4532091735,4,7863,480,6.0,8029,26,8,4,0,7.0,0
1925,1158101845925072896,1.0,30,0,3346572646,4,3950,1096,1.0,217,9,1,0,0,6.0,0
1933,1158254149127086080,9.0,20,0,3997142128,4,84424,230,9.0,73265,7,2,0,0,7.0,0
1935,1158271386529521664,1.0,3,0,3209121681,4,8458,1587,1.0,1771,10,4,0,0,6.0,0
1937,1158301832504127488,0.0,23,0,2980955823,4,3870,1202,0.0,497,5,4,0,0,7.0,0
1939,1158350926824054784,1.0,21,0,3351682901,4,0,5,1.0,330,2,1,0,0,5.0,0
1940,1158355809870516224,2.0,23,0,3217795737,4,24,88,2.0,1674,5,2,0,0,7.0,0
1945,1158378338169360384,0.0,0,0,3323422876,4,17749,367,0.0,854,5,1,0,0,7.0,0
1946,1158378338337153024,0.0,0,0,3251979493,4,84,40,0.0,14,4,4,0,0,7.0,0
1948,1158381959132983296,0.0,0,0,4173586715,4,26504,700,0.0,16706,3,0,0,0,5.0,0
1949,1158385705535627264,0.0,0,0,2944171563,4,25928,479,0.0,11165,20,3,0,1,7.0,0
1950,1158385726737788928,0.0,1,0,3198298727,4,20355,459,0.0,7823,5,2,0,0,7.0,0
1951,1158385730546208768,0.0,0,0,3315509969,4,217,86,0.0,44,6,1,0,0,4.0,0
1952,1158389499271028736,0.0,0,2,3505418175,4,3156,328,0.0,1817,12,3,1,0,6.0,0
1955,1158393265760231424,0.0,0,0,4252056111,4,6538,701,0.0,1282,11,2,0,0,7.0,0
1956,1158393276027867136,0.0,0,1,3313259009,4,7615,392,0.0,3965,2,2,1,0,6.0,1
1957,1158396013821997056,1.0,3,0,3466311437,4,10,12,1.0,26763,11,2,0,0,8.0,0
1958,1158396458351157248,1.0,3,0,3466311437,4,10,12,1.0,26763,10,2,0,0,4.0,0
1959,1158397045121736704,0.0,0,0,2963726237,4,0,0,0.0,9,17,1,0,1,5.0,0
1960,1158397049026621440,0.0,0,0,4011444377,4,1571,9,0.0,143,9,3,0,0,5.0,0
1961,1158399230404386816,5.0,30,0,3322771941,4,738,298,5.0,1542,27,3,0,0,5.0,0
1962,1158399291146342400,12.0,53,0,3376373836,4,118,91,12.0,622,35,17,1,0,6.0,0
1963,1158400802341494784,0.0,0,4,3107736935,4,58667,517,0.0,20790,5,2,0,0,4.0,0
1964,1158408372309417984,0.0,1,0,3100448675,4,852,44,0.0,948,9,1,0,1,7.0,1
1965,1158423669657546752,2.0,17,0,3302044516,4,21136,424,2.0,15550,5,1,0,2,4.0,1
1968,1158431017381912576,0.0,0,1,3420755793,4,3877,163,0.0,1557,3,1,0,0,4.0,0
1969,1158431030178717696,0.0,0,1,3335575762,4,1218,716,0.0,489,4,1,1,0,3.0,0
1971,1158431030841397248,0.0,3,0,3078811787,4,37246,907,0.0,857,12,1,0,0,5.0,0
1972,1158434665793052672,9.0,20,1,2978223147,4,41,36,9.0,119409,23,5,0,0,6.0,0
1973,1158434790791614464,0.0,1,0,3412204611,4,20259,567,0.0,1580,15,9,8,1,4.0,1
1975,1158435569858424832,12.0,13,3,3074326385,4,25742,1745,12.0,17121,21,3,0,0,8.0,0
1977,1158524783715389440,1.0,28,0,2954901401,4,6634,247,1.0,2630,5,1,0,1,4.0,1
1978,1158544180714582016,0.0,0,0,3230352083,4,35479,32,0.0,7230,6,0,0,1,5.0,1
1979,1158566814701555712,0.0,0,0,4240439123,4,14537,200,0.0,6080,7,1,0,1,4.0,1
1981,1158691501121167360,0.0,0,0,3641052448,4,1235,83,0.0,125,10,1,0,1,6.0,1
1982,1158699052080488448,0.0,0,1,4140073827,4,11009,64,0.0,1660,4,1,0,1,9.0,1
1983,1158709569234833408,1.0,3,0,4103350468,4,131,14,1.0,1614,19,1,0,0,8.0,0
1985,1158739564510363648,0.0,0,1,4251368794,4,15727,194,0.0,482,11,1,0,0,6.0,0
1986,1158748061918793728,0.0,0,1,4485415168,4,14025,1032,0.0,9968,11,1,0,1,4.0,0
1987,1158789640461127680,0.0,0,1,3564002835,4,688,96,0.0,458,7,1,0,1,6.0,1
1989,1158910431756525568,0.0,0,0,3359478609,4,7162,133,0.0,4953,9,0,0,2,5.0,1
1990,1158921559714816000,0.0,0,0,3949061129,4,3033,424,0.0,2419,3,1,0,1,7.0,0
1991,1158940439355019264,0.0,0,1,4097784081,4,24740,251,0.0,6914,7,1,0,1,4.0,1
1992,1158963250798702592,0.0,1,1,3223566136,4,74218,1109,0.0,34445,9,2,0,0,6.0,0
1996,1158989684372062208,0.0,0,0,4193075362,4,924,79,0.0,317,6,1,0,0,7.0,0
1997,1159050110883508224,0.0,0,0,3184871063,4,1629,102,0.0,937,12,5,4,1,5.0,1
1998,1159057644046475264,0.0,0,2,3226537084,4,23609,1169,0.0,14800,19,1,0,1,5.0,1
2001,1159106716782551040,0.0,0,0,4131129761,4,43,729,0.0,56943,10,2,0,1,6.0,0
2002,1159133152067104768,0.0,0,0,3320281677,4,5087,120,0.0,735,12,0,0,1,6.0,0
2003,1159152013411803136,0.0,0,1,3209121681,4,8458,1587,0.0,1771,4,1,0,1,7.0,1
2006,1159199342273736704,3.0,80,0,2941202896,4,80199,635,3.0,7154,10,2,0,1,5.0,1
2007,1159287893640089600,0.0,0,1,3917249720,4,8542,94,0.0,625,5,0,0,1,5.0,1
2009,1159382299814895616,0.0,0,0,3307098069,4,8486,799,0.0,2514,8,1,0,0,6.0,1
2011,1159510651330551808,0.0,0,1,3030639313,4,77,142,0.0,243,7,1,0,2,5.0,0
2012,1159514425763799040,0.0,1,0,3097876900,4,4642,288,0.0,1126,7,1,0,1,5.0,0
2013,1159525752427208704,0.0,0,0,3134790218,4,3356,213,0.0,1009,10,1,0,1,4.0,1
2014,1159547818006196224,3.0,4,2,3696362417,4,12493,352,3.0,4043,24,1,0,1,5.0,1
2015,1159555717361229824,1.0,7,0,3807336315,4,21149,599,1.0,8165,7,0,0,0,6.0,1
2016,1159638875884720128,0.0,0,0,3321003449,4,1988,115,0.0,175,24,1,0,2,5.0,1
2017,1159752244323069952,0.0,0,3,2952412317,4,1255,95,0.0,1272,6,1,0,1,4.0,1
2018,1159755990943895552,0.0,0,1,4494063155,4,25360,233,0.0,6590,7,0,0,1,5.0,1
2019,1159805064749441024,0.0,0,0,4505766143,4,6759,122,0.0,1508,7,2,0,1,6.0,0
2020,1159993785444634624,0.0,0,0,3043390222,4,123,273,0.0,1053,9,4,0,1,7.0,1
2021,1159993835612770304,0.0,0,0,3022317915,4,1471,89,0.0,2243,10,0,0,1,7.0,1
2022,1160073098856730624,0.0,0,3,2989722863,4,20949,1416,0.0,6332,6,1,0,1,3.0,1
2025,1160148584827969536,0.0,0,1,3152397917,4,408,112,0.0,829,6,1,0,1,4.0,1
2026,1160180425643495424,2.0,2,2,3301067447,4,964,316,2.0,3045,6,4,0,1,7.0,1
2028,1160205207437008896,0.0,0,1,3759380237,4,30725,102,0.0,296,11,1,0,1,6.0,1
2029,1160212769079209984,0.0,1,0,3099234897,4,92251,293,0.0,11568,7,1,0,1,5.0,1
2030,1160231632340750336,0.0,0,0,3312243239,4,14175,1637,0.0,2344,14,3,1,2,5.0,1
2032,1160269399263207424,0.0,0,0,3324620386,4,5632,92,0.0,2844,8,1,0,1,5.0,1
2033,1160280716602695680,0.0,0,0,3081215195,4,21990,190,0.0,4888,7,1,0,1,6.0,0
2034,1160295814704574464,0.0,0,1,4173586715,4,26504,700,0.0,16706,10,0,0,2,7.0,1
2035,1160348620559982592,0.0,0,0,3234243136,4,1088,205,0.0,291,5,0,0,2,5.0,0
2037,1160356124824129536,0.0,0,0,3914112080,4,1648,152,0.0,1844,11,1,0,1,8.0,1
2038,1160386335439577088,0.0,0,2,3892144636,4,25326,378,0.0,3968,7,1,0,1,5.0,0
2039,1160397694269054976,0.0,0,1,3912887205,4,4599,157,0.0,60,5,1,0,1,4.0,1
2040,1160439259494518784,0.0,0,0,3245229891,4,12356,344,0.0,1599,15,5,0,0,6.0,0
2041,1160454347492343808,0.0,0,2,3019086862,4,34630,171,0.0,1701,23,2,0,2,6.0,1
2042,1160473216785231872,0.0,0,0,3179519620,4,27568,409,0.0,11955,9,1,0,1,7.0,1
2043,1160477004355067904,0.0,0,0,3360270971,4,9400,574,0.0,2708,4,1,0,1,4.0,1
2044,1160503437622173696,0.0,0,1,4040200883,4,7403,330,0.0,1640,18,3,0,1,5.0,1
2045,1160571359350657024,0.0,0,2,3151200137,4,13377,187,0.0,6554,21,2,0,2,5.0,1
2047,1160654425330991104,0.0,0,0,3291827415,4,69178,1570,0.0,5865,5,1,0,1,5.0,1
2048,1160654436345229312,0.0,0,0,3429736905,4,4223,980,0.0,11325,4,1,0,1,5.0,0
2049,1160658215857770496,0.0,0,1,3416464330,4,784,93,0.0,1583,30,3,0,2,6.0,1
2050,1160729743752400896,0.0,0,0,4538689587,4,26961,212,0.0,1875,8,1,0,1,5.0,1
2053,1160782772937641984,0.0,0,1,3300278175,4,13247,687,0.0,5370,23,2,0,1,5.0,1
2054,1160786526256676864,0.0,0,2,3247077673,4,4142,130,0.0,838,5,1,0,2,3.0,1
2056,1160828059504783360,0.0,0,1,3306317297,4,46984,978,0.0,18562,4,1,0,1,7.0,1
2059,1160873375050457088,0.0,0,0,4464028247,4,11942,81,0.0,3186,6,1,0,0,7.0,1
2060,1160914890955116544,0.0,1,0,3052975025,4,41774,668,0.0,33841,15,2,0,3,5.0,1
2061,1160975269743812608,0.0,0,1,3198298727,4,20355,459,0.0,7823,32,2,0,2,5.0,0
2062,1161013043540758528,0.0,2,0,3101855830,4,39780,551,0.0,3322,10,0,0,1,5.0,1
2064,1161065873391722496,0.0,0,0,3046462093,4,7346,222,0.0,21580,15,0,0,2,5.0,1
2065,1161096060774887424,0.0,0,1,2966173541,4,1151,150,0.0,397,15,3,0,1,4.0,1
2066,1161247079307587584,0.0,0,0,2940924667,4,685,270,0.0,20864,12,4,0,1,6.0,0
2067,1161296127653765120,0.0,0,0,3036507225,4,65492,176,0.0,911,4,1,0,1,4.0,1
2068,1161318803491438592,0.0,0,0,3370086323,4,6330,93,0.0,746,3,1,0,1,8.0,1
2069,1161345217972396032,0.0,0,0,3864130582,4,12488,1169,0.0,381,8,1,0,1,4.0,1
2070,1161379194435186688,0.0,0,0,3293138721,4,9488,407,0.0,4666,18,1,0,1,5.0,1
2071,1161703379489435648,1.0,18,0,3156987725,4,9995,135,1.0,570,11,0,0,0,5.0,0
2072,1161937893201522688,0.0,0,2,3668392397,4,6561,125,0.0,549,13,2,0,1,7.0,1
2074,1162017164745945088,0.0,0,1,3893310136,4,2523,184,0.0,2129,5,1,0,1,5.0,1
2075,1162088879832424448,0.0,0,1,4031688915,4,18546,256,0.0,4717,9,0,0,1,4.0,1
2076,1162160573456560128,0.0,0,0,3052975025,4,41774,668,0.0,33841,16,1,0,1,5.0,1
2077,1162209512649973760,0.0,0,1,3440453777,4,5858,1036,0.0,4711,37,4,0,1,5.0,1
2078,1162209525216059392,0.0,0,2,3428171747,4,118,72,0.0,122,11,2,2,1,4.0,1
2079,1162243662266302464,0.0,0,1,4053218475,4,6200,238,0.0,1795,27,1,0,1,6.0,1
2080,1162265245353558016,1.0,7,0,3655950675,4,34513,102,1.0,8381,19,11,0,1,7.0,0
2082,1162356899595112448,0.0,1,0,3457939516,4,2937,188,0.0,235,10,2,0,1,5.0,1
2083,1162379535817555968,0.0,0,3,3002910173,4,14210,1532,0.0,5205,28,6,0,2,4.0,1
2084,1162398434957172736,0.0,0,0,3376873695,4,708,264,0.0,1324,17,2,0,1,5.0,1
2085,1162462602271830016,0.0,1,0,2995545058,4,35094,240,0.0,1591,14,1,0,2,5.0,1
2087,1162568292575391744,0.0,0,0,4496245492,4,12025,116,0.0,2187,6,0,0,1,5.0,1
2088,1162640004516130816,0.0,0,1,4098711405,4,3232,83,0.0,231,9,1,0,1,5.0,1
2089,1162643780182433792,0.0,0,0,2988373971,4,24183,150,0.0,3778,7,2,0,2,6.0,1
2090,1162658898542833664,0.0,0,1,3166910139,4,1973,173,0.0,290,11,1,1,1,6.0,1
2091,1162677753566650368,0.0,0,1,3151298059,4,610,110,0.0,438,7,0,0,1,3.0,1
2092,1162726836884967424,0.0,0,2,3095882311,4,3087,414,0.0,604,6,2,0,1,5.0,1
2093,1162741965835907072,0.0,0,1,3366059867,4,3816,86,0.0,1662,4,1,0,1,6.0,1
2094,1162749485145047040,0.0,0,3,3524049317,4,12425,239,0.0,8776,6,0,0,1,5.0,1
2096,1162877805086019584,0.0,1,1,3077978867,4,21020,182,0.0,3776,3,1,0,1,4.0,1
2097,1162930592910118912,0.0,0,0,2995545058,4,35094,240,0.0,1591,5,1,0,1,6.0,0
2098,1163040157085446144,0.0,0,1,3311245749,4,551,76,0.0,181,5,1,0,1,7.0,1
2100,1163111856376078336,0.0,0,4,3891827381,4,5029,1126,0.0,498,9,2,0,1,6.0,1
2101,1163134522252300288,0.0,0,0,3402897713,4,2984,251,0.0,904,9,3,0,1,5.0,0
2102,1163142059395620864,0.0,0,1,4099489480,4,19291,57,0.0,838,4,4,4,1,4.0,1
2103,1163157165735141376,0.0,0,1,3021084994,4,14358,1172,0.0,7069,4,1,0,1,4.0,1
2104,1163168495007350784,0.0,0,1,3903788164,4,5047,31,0.0,261,13,3,0,2,7.0,1
2105,1163240206427987968,0.0,0,1,3105697528,4,5579,385,0.0,3366,3,1,0,1,5.0,1
2106,1163255250603728896,0.0,0,1,4112705355,4,72589,498,0.0,25361,6,1,0,1,3.0,1
2107,1163255324624793600,0.0,0,1,3053417701,4,1461,154,0.0,513,17,1,0,1,5.0,1
2110,1163311931656200192,0.0,0,0,2999329323,4,17221,147,0.0,5755,6,0,0,1,7.0,0
2111,1163330814890905600,0.0,0,0,3621774675,4,31173,931,0.0,1548,10,0,0,2,4.0,1
2112,1163342139415248896,0.0,0,0,4091216081,4,4397,553,0.0,3557,6,1,0,1,5.0,1
2113,1204759482338816000,0.0,0,3,4221292000,4,28372,577,0.0,3417,30,1,0,5,6.0,1
2114,1205058521735344128,0.0,0,2,3375821152,4,5432,315,0.0,3799,31,2,0,5,5.0,1
2115,1206170137851772928,0.0,0,5,4398175396,4,805,55,0.0,1203,35,2,0,1,6.0,1
2116,1206245049706696704,0.0,0,1,4503269296,4,4562,325,0.0,5337,9,1,0,1,4.0,1
2117,1206550320249225216,0.0,0,1,3209649442,4,26,144,0.0,10,27,2,0,2,5.0,1
2119,1207028274007810048,0.0,0,1,4026136367,4,22768,208,0.0,10811,4,1,0,0,5.0,1
2120,1207031952781533184,0.0,1,0,3231379804,4,1905,1339,0.0,12039,38,12,3,3,5.0,1
2121,1207033425313619968,0.0,0,1,3229112033,4,751,99,0.0,190,21,1,0,1,5.0,1
2122,1207035451376381952,0.0,2,0,3282212788,4,33952,1083,0.0,23625,14,3,1,1,7.0,1
2123,1207035962028646400,0.0,2,0,3426146194,4,85,182,0.0,3116,18,2,0,1,5.0,1
2124,1207049803047297024,0.0,0,2,3435482728,4,396,120,0.0,2229,14,2,0,1,6.0,1
2125,1207055710611263488,0.0,1,1,3246061804,4,1446,839,0.0,914,8,2,0,1,5.0,1
2126,1207066650169745408,0.0,1,1,3380237259,4,9934,1448,0.0,8324,1,1,0,1,10.0,1
2127,1207091214253744128,0.0,0,1,4197079301,4,5378,217,0.0,3215,10,1,0,4,7.0,1
2128,1207119425641603072,0.0,0,1,3333543868,4,53639,117,0.0,5902,12,0,0,2,4.0,1
2130,1207179492168482816,0.0,47,0,3198172528,4,11197,331,0.0,5017,16,0,0,1,5.0,0
2131,1207206893657026560,0.0,1,0,3137070580,4,12021,157,0.0,12699,5,0,0,1,6.0,1
2132,1207211424247771136,0.0,0,1,3137070580,4,12021,157,0.0,12699,4,0,0,1,6.0,1
2133,1207213368387538944,0.0,0,2,4337757856,4,5909,143,0.0,6118,27,25,25,3,4.0,1
2134,1207225067920351232,0.0,0,1,3349925207,4,73,62,0.0,483,38,5,0,1,6.0,1
2135,1207226865032806400,0.0,0,1,4352524169,4,1201,454,0.0,243,43,4,0,5,5.0,1
2136,1207236116098830336,0.0,2,0,3339162569,4,11423,161,0.0,4701,12,1,0,2,6.0,1
2137,1207236968062558208,0.0,1,0,3003778864,4,6363,905,0.0,7690,31,5,0,3,5.0,1
2138,1207267821899669504,0.0,0,0,3030949809,4,0,1,0.0,1,6,1,0,1,6.0,1
2139,1207270390554333184,0.0,1,0,3720503838,4,20731,238,0.0,13773,6,1,0,1,6.0,1
2140,1207270646012686336,0.0,1,1,4142160976,4,3196,180,0.0,1109,4,1,0,2,5.0,1
2141,1207270898073518080,0.0,1,1,4343800529,4,16447,1072,0.0,7732,5,1,0,1,6.0,1
2142,1207270992780894208,0.0,0,1,3200277091,4,22858,549,0.0,7051,10,1,0,1,5.0,1
2143,1207273580188307456,0.0,0,1,3366404435,4,8091,355,0.0,4608,36,4,0,2,6.0,1
2144,1207279416570793984,0.0,0,1,3339848697,4,2044,129,0.0,2339,3,1,0,2,3.0,1
2145,1207280756135006208,0.0,0,3,3018189741,4,364,77,0.0,702,3,1,0,1,6.0,1
2146,1207282145347158016,0.0,0,3,3313598599,4,15693,69,0.0,8028,30,0,0,2,5.0,1
2147,1207282151038881792,0.0,0,1,3390999569,4,25134,768,0.0,3710,8,2,0,1,5.0,1
2148,1207286907891257344,0.0,0,1,3082051976,4,21780,281,0.0,3396,16,2,0,1,5.0,1
2149,1207301384376373248,0.0,0,1,2976760841,4,10508,599,0.0,738,12,0,0,2,5.0,1
2150,789693818375376896,18.0,51,0,789691495544659968,3,0,151,18.0,30,7,1,0,0,4.0,1
2154,917866001181573120,6.0,68,0,701396694081085440,3,12996,411,6.0,2416,7,1,0,1,6.0,0
2158,939915990447648768,6.0,23,1,725781069237260288,3,9868,192,6.0,5863,26,7,1,0,6.0,0
2163,983372879164268544,4.0,22,0,802929939255267328,3,7471,184,4.0,2180,18,0,0,0,5.0,0
2173,1023874227475296256,0.0,34,0,706922382754226176,3,24286,162,0.0,843,13,1,0,0,5.0,0
2174,1024751822840455168,2.0,9,0,701786128727281664,3,602,254,2.0,130,30,11,1,0,6.0,0
2175,1032188673100578816,13.0,984,0,730123457984380928,3,1295,143,13.0,2360,11,1,0,0,6.0,0
2176,1032273595479810048,15.0,1310,0,730123457984380928,3,1295,143,15.0,2360,23,2,0,0,5.0,0
2180,1053189388895694848,1.0,9,1,713304885375156224,3,13283,43,1.0,8877,36,4,0,0,5.0,0
2202,1131663768226848768,1.0,3,0,808678958774579200,3,54033,1518,1.0,1654,3,1,0,0,7.0,0
2207,1141764438686670848,1.0,0,0,711640601511510016,3,392,95,1.0,376,17,3,0,1,5.0,0
2221,1152255593316569088,3.0,8,0,792642436770201600,3,4363,307,3.0,1122,11,0,0,1,5.0,1
2223,1154831264035364864,14.0,29,0,4919407613,3,51,32,14.0,2733,15,5,0,0,6.0,0
2224,1154911659976208384,2.0,9,0,714505397323833344,3,21285,254,2.0,396,9,0,0,0,6.0,0
2229,1155977474439696384,1.0,26,0,763350560678502400,3,312521,275,1.0,3281,5,1,0,0,6.0,0
2234,1156652697178779648,1.0,1,5,770335099774758912,3,2306,791,1.0,1053,38,3,0,0,4.0,0
2236,1157063075629096960,2.0,45,0,764081841288704000,3,4595,944,2.0,2414,7,0,0,0,5.0,0
2239,1157418017002799104,1.0,13,0,4882210185,3,41592,693,1.0,5334,4,1,0,0,7.0,0
2242,1157763518290178048,1.0,4,0,700987748631584768,3,63,2,1.0,511,20,5,0,0,6.0,0
2244,1157976060962705408,1.0,43,0,714455098005569536,3,7084,658,1.0,117,6,1,0,0,5.0,0
2245,1157984083651309568,4.0,5,1,755797059534454784,3,188,103,4.0,146,25,3,0,0,5.0,1
2247,1158061914901139456,0.0,8,0,4861149785,3,4964,417,0.0,902,4,1,0,0,5.0,0
2250,1158120141407838208,1.0,32,0,723798200088428544,3,26170,1471,1.0,887,10,1,0,0,7.0,0
2251,1158133694399467520,3.0,44,0,4708065196,3,26738,611,3.0,3087,2,1,0,0,6.0,0
2255,1158294693106651136,15.0,135,0,777938133723844608,3,175,7,15.0,6582,32,23,0,0,7.0,0
2256,1158295721482817536,1.0,7,0,782181430877126656,3,1807,474,1.0,1905,4,2,0,0,6.0,0
2257,1158312383196127232,4.0,25,0,4902420957,3,2187,152,4.0,185,5,2,0,0,7.0,0
2265,1158377666522824704,11.0,21,0,4821941974,3,424,84,11.0,754,29,5,0,0,7.0,0
2266,1158378322319020032,0.0,0,0,705443245971652608,3,14822,1417,0.0,3533,25,1,0,0,6.0,0
2272,1158381949393801216,0.0,0,0,800113360016543744,3,7959,101,0.0,5983,10,1,0,0,5.0,0
2273,1158381957576908800,0.0,0,0,759152214116012032,3,28357,134,0.0,5266,14,1,0,0,5.0,0
2274,1158381959346872320,0.0,0,1,4645135167,3,7672,268,0.0,3525,8,1,0,0,6.0,0
2275,1158385708807139328,0.0,0,1,718334751250255872,3,1384,1653,0.0,1062,6,1,0,0,5.0,0
2276,1158385713269944320,0.0,0,0,777512800449159168,3,9080,93,0.0,2009,13,1,0,2,5.0,1
2277,1158385728243589120,0.0,0,1,782209538208456704,3,11294,535,0.0,5399,2,1,0,0,4.0,0
2278,1158385731666157568,0.0,0,0,743455969674412032,3,2210,523,0.0,5716,3,1,0,0,4.0,0
2279,1158385732421062656,0.0,0,0,4827634443,3,1409,123,0.0,634,5,1,1,0,8.0,0
2280,1158389502949429248,0.0,0,1,774375019640156160,3,1399,85,0.0,78,23,6,0,0,5.0,0
2281,1158389504320909312,0.0,0,1,700817490893475840,3,18090,445,0.0,5918,8,0,0,0,5.0,0
2282,1158389508297187328,0.0,0,0,801814337287553024,3,28,23,0.0,29,2,1,0,0,12.0,0
2283,1158390091003437056,2.0,3,0,784852983246888960,3,37405,37,2.0,4399,25,3,0,0,6.0,0
2284,1158393261163241472,0.0,0,1,808692967628308480,3,1357,58,0.0,502,5,1,0,0,5.0,0
2285,1158393262681595904,0.0,0,1,788324329088020480,3,14997,200,0.0,165,6,1,0,0,5.0,0
2287,1158393286010318848,0.0,0,0,777209638798458880,3,11764,77,0.0,1204,9,2,0,0,6.0,0
2288,1158397035076313088,0.0,0,0,725580894380130304,3,676,162,0.0,388,3,1,0,0,7.0,0
2289,1158397036774993920,0.0,0,1,754084409473699840,3,18,54,0.0,18,4,1,0,0,3.0,0
2291,1158397058979680256,0.0,0,1,745965541639225344,3,23161,294,0.0,8125,14,0,0,2,5.0,1
2292,1158400814462971904,0.0,0,3,4703549913,3,1648,1082,0.0,408,5,1,0,0,5.0,1
2293,1158400821438144512,0.0,0,1,709795268263321600,3,48,15,0.0,197,10,2,0,0,4.0,0
2294,1158404608647192576,0.0,1,0,745151582279335936,3,4964,155,0.0,5140,16,2,0,1,5.0,1
2295,1158425588979421184,6.0,70,0,4705482001,3,12014,1467,6.0,613,13,0,0,0,5.0,0
2296,1158427234522279936,0.0,0,0,4884736025,3,137,163,0.0,141,3,1,0,0,6.0,0
2297,1158427240692158464,0.0,0,0,723814205191757824,3,1512,178,0.0,376,15,4,0,0,6.0,0
2299,1158431018656980992,0.0,1,0,783664203630579712,3,19341,411,0.0,10829,18,0,0,0,5.0,0
2300,1158431019139313664,0.0,1,2,746076930974289920,3,129458,1723,0.0,71080,5,1,0,0,6.0,0
2301,1158431029121769472,0.0,0,1,777967092951871488,3,8937,122,0.0,1004,5,1,0,0,6.0,0
2302,1158431033001488384,0.0,0,1,735737645230264320,3,81121,1081,0.0,71161,3,0,0,0,8.0,0
